func,classification,score
scale_fill_discrete,visualization,1
scale_fill_gdocs,visualization,0.75
scale_fill_gdocs,data cleaning,0.25
scale_fill_gradient,visualization,1
scale_fill_manual,visualization,0.9583333333333334
scale_fill_manual,setup,0.041666666666666664
scale_linetype_manual,visualization,1
scale_shape_manual,visualization,1
scale_x_continuous,visualization,1
scale_x_discrete,visualization,1
scale_x_log10,visualization,1
scale_y_continuous,visualization,0.9777777777777777
scale_y_continuous,data cleaning,0.022222222222222223
scale_y_discrete,visualization,1
scale_y_log10,visualization,1
scale_y_reverse,visualization,1
scan,import,0.6666666666666666
scan,setup,0.15384615384615385
scan,exploratory,0.1282051282051282
scan,data cleaning,0.02564102564102564
scan,visualization,0.02564102564102564
scores,visualization,1
sd,exploratory,0.2786885245901639
sd,modeling,0.2786885245901639
sd,data cleaning,0.26229508196721313
sd,evaluation,0.11475409836065574
sd,setup,0.03278688524590164
sd,communication,0.01639344262295082
sd,import,0.01639344262295082
search,setup,0.6666666666666666
search,import,0.3333333333333333
sec_axis,visualization,1
select,data cleaning,0.6359832635983264
select,exploratory,0.16736401673640167
select,modeling,0.07112970711297072
select,import,0.058577405857740586
select,setup,0.03765690376569038
select,evaluation,0.02510460251046025
select,communication,0.0041841004184100415
select_if,data cleaning,0.5
select_if,communication,0.16666666666666666
select_if,exploratory,0.16666666666666666
select_if,modeling,0.16666666666666666
selectInput,communication,0.75
selectInput,import,0.1875
selectInput,setup,0.0625
self,setup,1
semi_join,data cleaning,0.42105263157894735
semi_join,evaluation,0.2631578947368421
semi_join,visualization,0.21052631578947367
semi_join,exploratory,0.05263157894736842
semi_join,modeling,0.05263157894736842
sen,modeling,1
send,communication,1
send.mail,communication,1
Sensitivity_Analysis,modeling,0.4
Sensitivity_Analysis,data cleaning,0.2
Sensitivity_Analysis,import,0.2
Sensitivity_Analysis,visualization,0.2
separate,data cleaning,1
sepExpr,setup,1
seq,visualization,0.45217391304347826
seq,data cleaning,0.16521739130434782
seq,setup,0.13043478260869565
seq,evaluation,0.0782608695652174
seq,exploratory,0.05217391304347826
seq,modeling,0.05217391304347826
seq,communication,0.034782608695652174
seq,import,0.034782608695652174
seq_len,communication,1
seq2gene,data cleaning,1
sessionInfo,setup,0.6666666666666666
sessionInfo,communication,0.3333333333333333
set,communication,1
set_config,setup,1
set.seed,setup,0.7761194029850746
set.seed,modeling,0.1044776119402985
set.seed,visualization,0.07462686567164178
set.seed,data cleaning,0.029850746268656716
set.seed,communication,0.014925373134328358
setdiff,setup,0.5
setdiff,data cleaning,0.2
setdiff,exploratory,0.2
setdiff,modeling,0.1
setDT,evaluation,1
setEdgeWeights,modeling,0.5
setEdgeWeights,exploratory,0.25
setEdgeWeights,visualization,0.25
setEPS,setup,1
setkey,data cleaning,0.7142857142857143
setkey,setup,0.21428571428571427
setkey,communication,0.07142857142857142
setMKLthreads,export,0.3333333333333333
setMKLthreads,setup,0.3333333333333333
setMKLthreads,communication,0.16666666666666666
setMKLthreads,visualization,0.16666666666666666
setnames,data cleaning,1
setNames,data cleaning,0.5
setNames,modeling,0.5
setNodeWeights,exploratory,0.25
setNodeWeights,import,0.25
setNodeWeights,modeling,0.25
setNodeWeights,visualization,0.25
setPars,data cleaning,0.4
setPars,evaluation,0.2
setPars,exploratory,0.2
setPars,modeling,0.2
setwd,setup,0.914396887159533
setwd,import,0.027237354085603113
setwd,modeling,0.019455252918287938
setwd,data cleaning,0.011673151750972763
setwd,visualization,0.011673151750972763
setwd,evaluation,0.007782101167315175
setwd,communication,0.0038910505836575876
setwd,export,0.0038910505836575876
shapiro.test,modeling,1
shinyApp,setup,1
shinyDirButton,setup,1
shinyUI,setup,1
sidebarLayout,communication,0.6666666666666666
sidebarLayout,import,0.16666666666666666
sidebarLayout,setup,0.16666666666666666
sidebarPanel,communication,0.6666666666666666
sidebarPanel,setup,0.14285714285714285
sidebarPanel,exploratory,0.09523809523809523
sidebarPanel,import,0.09523809523809523
sign,evaluation,0.2727272727272727
sign,exploratory,0.2727272727272727
sign,setup,0.2727272727272727
sign,modeling,0.18181818181818182
signif,data cleaning,1
signifMarker,data cleaning,1
sim,modeling,1
sim_abundance,exploratory,0.6666666666666666
sim_abundance,modeling,0.3333333333333333
sim_ays_covar,exploratory,0.6666666666666666
sim_ays_covar,modeling,0.3333333333333333
sim_distribution,exploratory,0.6666666666666666
sim_distribution,modeling,0.3333333333333333
sim_logistic,modeling,0.8333333333333334
sim_logistic,evaluation,0.16666666666666666
sim_parabola,exploratory,0.6666666666666666
sim_parabola,modeling,0.3333333333333333
sim_R,exploratory,0.6666666666666666
sim_R,modeling,0.3333333333333333
sim_survey_parallel,modeling,1
sim_vonB,exploratory,0.6666666666666666
sim_vonB,modeling,0.3333333333333333
sim_Z,exploratory,0.6666666666666666
sim_Z,modeling,0.3333333333333333
sim.bd.age,setup,1
simplify2array,exploratory,1
sink,export,0.5263157894736842
sink,setup,0.2631578947368421
sink,modeling,0.15789473684210525
sink,exploratory,0.05263157894736842
skewness,modeling,0.2857142857142857
skewness,communication,0.14285714285714285
skewness,data cleaning,0.14285714285714285
skewness,evaluation,0.14285714285714285
skewness,exploratory,0.14285714285714285
skewness,setup,0.14285714285714285
slice,exploratory,1
sliderInput,setup,1
slope,exploratory,1
solve,modeling,0.9090909090909091
solve,evaluation,0.09090909090909091
sort,data cleaning,0.47368421052631576
sort,exploratory,0.2894736842105263
sort,evaluation,0.07894736842105263
sort,modeling,0.05263157894736842
sort,setup,0.05263157894736842
sort,communication,0.02631578947368421
sort,import,0.02631578947368421
source,setup,0.5214384508990318
source,import,0.3665283540802213
source,exploratory,0.030428769017980636
source,data cleaning,0.029045643153526972
source,modeling,0.027662517289073305
source,visualization,0.013831258644536652
source,evaluation,0.009681881051175657
source,export,0.0013831258644536654
sourceCpp,import,1
sourceDirectory,setup,0.6
sourceDirectory,import,0.4
spantree,data cleaning,1
SpatialLines,data cleaning,1
SpatialLinesDataFrame,data cleaning,1
SpatialPoints,data cleaning,0.5
SpatialPoints,modeling,0.5
SpatialPointsDataFrame,data cleaning,0.5
SpatialPointsDataFrame,exploratory,0.25
SpatialPointsDataFrame,modeling,0.25
SpatialPolygons,data cleaning,1
SpatialPolygonsDataFrame,data cleaning,1
spec,modeling,1
split,data cleaning,0.6666666666666666
split,import,0.16666666666666666
split,visualization,0.16666666666666666
split_data,data cleaning,1
spread,data cleaning,0.85
spread,exploratory,0.1
spread,modeling,0.05
sprintf,communication,0.3333333333333333
sprintf,exploratory,0.19047619047619047
sprintf,modeling,0.14285714285714285
sprintf,data cleaning,0.09523809523809523
sprintf,import,0.09523809523809523
sprintf,export,0.047619047619047616
sprintf,setup,0.047619047619047616
sprintf,visualization,0.047619047619047616
spTransform,data cleaning,0.8461538461538461
spTransform,export,0.15384615384615385
sql,import,0.6666666666666666
sql,exploratory,0.3333333333333333
sqldf,data cleaning,0.5
sqldf,import,0.5
sqrt,modeling,0.29357798165137616
sqrt,evaluation,0.26605504587155965
sqrt,data cleaning,0.1834862385321101
sqrt,setup,0.11009174311926606
sqrt,visualization,0.10091743119266056
sqrt,exploratory,0.03669724770642202
sqrt,import,0.009174311926605505
sread,exploratory,1
stack_models,exploratory,1
stan,modeling,0.6666666666666666
stan,import,0.16666666666666666
stan,setup,0.16666666666666666
stan_glm,import,1
stan_model,modeling,0.75
stan_model,setup,0.25
standard_model_pipeline,modeling,0.8888888888888888
standard_model_pipeline,exploratory,0.1111111111111111
standardizeGeneSymbols,data cleaning,1
starts_with,data cleaning,0.5555555555555556
starts_with,modeling,0.3333333333333333
starts_with,exploratory,0.1111111111111111
stat_bin,visualization,1
stat_binhex,visualization,1
stat_boxplot,visualization,1
stat_density,visualization,0.6666666666666666
stat_density,modeling,0.3333333333333333
stat_density2d,visualization,1
stat_function,visualization,1
stat_smooth,visualization,0.8333333333333334
stat_smooth,exploratory,0.16666666666666666
stat_summary,visualization,1
stats,exploratory,1
stepAIC,modeling,1
stop,setup,0.36363636363636365
stop,evaluation,0.2727272727272727
stop,import,0.18181818181818182
stop,data cleaning,0.09090909090909091
stop,modeling,0.09090909090909091
stopCluster,setup,1
stopifnot,data cleaning,0.6
stopifnot,exploratory,0.1
stopifnot,import,0.1
stopifnot,modeling,0.1
stopifnot,setup,0.1
stopwords,data cleaning,1
store,data cleaning,0.5
store,export,0.5
str,exploratory,0.6923076923076923
str,evaluation,0.1794871794871795
str,communication,0.05128205128205128
str,data cleaning,0.02564102564102564
str,import,0.02564102564102564
str,setup,0.02564102564102564
str_detect,data cleaning,0.5
str_detect,setup,0.3333333333333333
str_detect,import,0.16666666666666666
str_extract,data cleaning,0.5
str_extract,setup,0.3333333333333333
str_extract,export,0.16666666666666666
str_pad,data cleaning,1
str_remove,data cleaning,1
str_replace,data cleaning,0.75
str_replace,exploratory,0.25
str_replace_all,data cleaning,0.7777777777777778
str_replace_all,exploratory,0.1111111111111111
str_replace_all,import,0.1111111111111111
str_split,data cleaning,1
str_sub,data cleaning,0.8571428571428571
str_sub,setup,0.14285714285714285
str_to_lower,data cleaning,0.5
str_to_lower,exploratory,0.5
str_to_title,data cleaning,1
str_trim,data cleaning,0.5
str_trim,import,0.5
strat.fun,export,1
stringr,data cleaning,1
strptime,setup,1
strsplit,data cleaning,0.7317073170731707
strsplit,import,0.14634146341463414
strsplit,setup,0.0975609756097561
strsplit,communication,0.024390243902439025
structure,data cleaning,1
su_vitd,exploratory,1
sub,data cleaning,0.9
sub,evaluation,0.1
subset,data cleaning,0.7562189054726368
subset,exploratory,0.0845771144278607
subset,visualization,0.04975124378109453
subset,modeling,0.04477611940298507
subset,evaluation,0.024875621890547265
subset,import,0.01990049751243781
subset,setup,0.014925373134328358
subset,communication,0.004975124378109453
substitute,data cleaning,1
substr,data cleaning,0.75
substr,exploratory,0.1875
substr,evaluation,0.0625
substring,data cleaning,1
sum,exploratory,0.3701657458563536
sum,data cleaning,0.2513812154696133
sum,evaluation,0.1878453038674033
sum,modeling,0.11878453038674033
sum,setup,0.04696132596685083
sum,visualization,0.013812154696132596
sum,import,0.0055248618784530384
sum,communication,0.0027624309392265192
sum,export,0.0027624309392265192
summarise,data cleaning,0.4956521739130435
summarise,exploratory,0.25217391304347825
summarise,evaluation,0.1826086956521739
summarise,modeling,0.05217391304347826
summarise,visualization,0.017391304347826087
summarize,data cleaning,0.4444444444444444
summarize,exploratory,0.3333333333333333
summarize,visualization,0.1111111111111111
summarize,setup,0.08333333333333333
summarize,evaluation,0.027777777777777776
summarize_all,evaluation,1
summarize_at,evaluation,0.5
summarize_at,exploratory,0.5
SummarizedExperiment,data cleaning,0.5
SummarizedExperiment,modeling,0.5
summary,exploratory,0.41403508771929826
summary,evaluation,0.3017543859649123
summary,modeling,0.18947368421052632
summary,communication,0.056140350877192984
summary,export,0.014035087719298246
summary,data cleaning,0.010526315789473684
summary,setup,0.007017543859649123
summary,visualization,0.007017543859649123
Summary,exploratory,0.5
Summary,communication,0.25
Summary,modeling,0.25
summary_samples,evaluation,0.5
summary_samples,exploratory,0.5
summaryBy,setup,1
summarySE,modeling,1
suppressMessages,setup,0.5769230769230769
suppressMessages,import,0.38461538461538464
suppressMessages,export,0.038461538461538464
suppressPackageStartupMessages,setup,0.75
suppressPackageStartupMessages,import,0.25
suppressWarnings,visualization,1
surv_plot,evaluation,0.6666666666666666
surv_plot,visualization,0.3333333333333333
survfit,modeling,1
survivalAnalysisByExpression,exploratory,1
survivalAnalysisByMutation,exploratory,1
survivalAnalysisByMutationAndExpression,data cleaning,1
svg,export,0.5
svg,visualization,0.5
svgPlotGG,export,1
svydesign,modeling,1
svyglm,modeling,1
sweep,data cleaning,0.5
sweep,modeling,0.5
switch,import,1
syn,import,0.42857142857142855
syn,data cleaning,0.2857142857142857
syn,export,0.14285714285714285
syn,modeling,0.14285714285714285
"syn$tableQuery(""SELECT sampleIdentifier,Patient,TumorLocation,RNASeq FROM syn5556216 where usedforRNA=TRUE"")",data cleaning,1
synapse,data cleaning,0.6666666666666666
synapse,export,0.3333333333333333
Synapse,data cleaning,1
synapseLogin,setup,0.7692307692307693
synapseLogin,communication,0.07692307692307693
synapseLogin,exploratory,0.07692307692307693
synapseLogin,import,0.07692307692307693
synapseQuery,import,1
synapser,data cleaning,0.42857142857142855
synapser,import,0.2857142857142857
synapser,setup,0.2857142857142857
synDelete,import,1
synGet,import,0.7777777777777778
synGet,data cleaning,0.2222222222222222
synLogin,setup,0.8333333333333334
synLogin,communication,0.16666666666666666
synStore,export,0.42857142857142855
synStore,import,0.2857142857142857
synStore,communication,0.09523809523809523
synStore,data cleaning,0.09523809523809523
synStore,setup,0.09523809523809523
synTableQuery,import,0.5
synTableQuery,data cleaning,0.16666666666666666
synTableQuery,exploratory,0.16666666666666666
synTableQuery,setup,0.16666666666666666
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study  FROM syn13363852 WHERE ( ( \""assay\"" = 'rnaSeq' ) AND ( \""fileFormat\"" = 'sf' ) )"")",import,0.6666666666666666
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study  FROM syn13363852 WHERE ( ( \""assay\"" = 'rnaSeq' ) AND ( \""fileFormat\"" = 'sf' ) )"")",export,0.3333333333333333
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study FROM syn11614207 WHERE ( ( \""assay\"" = 'rnaSeq' ) )"")",import,0.6666666666666666
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study FROM syn11614207 WHERE ( ( \""assay\"" = 'rnaSeq' ) )"")",export,0.3333333333333333
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study FROM syn9702734 WHERE ( ( \""parentId\"" = 'syn5493036' ) AND ( \""assay\"" = 'rnaSeq' ) AND ( \""individualID\"" IS NOT NULL ) )"")",import,0.6666666666666666
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study FROM syn9702734 WHERE ( ( \""parentId\"" = 'syn5493036' ) AND ( \""assay\"" = 'rnaSeq' ) AND ( \""individualID\"" IS NOT NULL ) )"")",export,0.3333333333333333
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study,diagnosis  FROM syn13363852 WHERE ( ( \""assay\"" = 'rnaSeq' ) AND ( \""fileFormat\"" = 'sf' ) )"")",import,1
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study,diagnosis FROM syn8518944 WHERE ( ( \""assay\"" = 'rnaSeq' ) ) and fileFormat='tsv' and isMultiSpecimen is NULL and name like '%gencode%'"")",import,1
"synTableQuery(""SELECT id,specimenID,species,sex,age,tumorType,isCellLine,study,diagnosis FROM syn9702734 WHERE ( ( \""parentId\"" = 'syn5493036' ) AND ( \""assay\"" = 'rnaSeq' ) AND ( \""individualID\"" IS NOT NULL ) )"")",import,1
Sys.Date,export,0.85
Sys.Date,exploratory,0.1
Sys.Date,evaluation,0.05
sys.frame,setup,1
Sys.getenv,setup,0.9305555555555556
Sys.getenv,import,0.05555555555555555
Sys.getenv,data cleaning,0.013888888888888888
Sys.getpid,setup,0.6666666666666666
Sys.getpid,exploratory,0.3333333333333333
Sys.time,communication,0.3181818181818182
Sys.time,setup,0.3181818181818182
Sys.time,evaluation,0.22727272727272727
Sys.time,export,0.09090909090909091
Sys.time,data cleaning,0.045454545454545456
system,setup,0.5
system,communication,0.25
system,export,0.25
system.file,import,0.45454545454545453
system.file,setup,0.45454545454545453
system.file,data cleaning,0.09090909090909091
t,data cleaning,0.4935064935064935
t,modeling,0.2727272727272727
t,visualization,0.07792207792207792
t,exploratory,0.03896103896103896
t,export,0.03896103896103896
t,import,0.03896103896103896
t,evaluation,0.025974025974025976
t,setup,0.012987012987012988
t_out,evaluation,1
t.test,exploratory,0.4074074074074074
t.test,modeling,0.4074074074074074
t.test,evaluation,0.14814814814814814
t.test,visualization,0.037037037037037035
table,exploratory,0.3188405797101449
table,data cleaning,0.21739130434782608
table,evaluation,0.10144927536231885
table,setup,0.08695652173913043
table,export,0.07246376811594203
table,visualization,0.07246376811594203
table,modeling,0.057971014492753624
table,communication,0.043478260869565216
table,import,0.028985507246376812
tableOutput,communication,0.8
tableOutput,import,0.2
tables,export,1
tabPanel,communication,0.6875
tabPanel,import,0.125
tabPanel,setup,0.125
tabPanel,exploratory,0.0625
tabsetPanel,setup,1
tabular,data cleaning,0.75
tabular,export,0.25
tagHeatmap,visualization,1
tags,setup,1
tail,communication,0.4
tail,exploratory,0.4
tail,visualization,0.2
tamoxifen,exploratory,1
tapply,data cleaning,0.3333333333333333
tapply,evaluation,0.2222222222222222
tapply,exploratory,0.2222222222222222
tapply,modeling,0.2222222222222222
tbl,import,0.5
tbl,data cleaning,0.25
tbl,exploratory,0.25
tbl_df,data cleaning,0.6666666666666666
tbl_df,import,0.26666666666666666
tbl_df,exploratory,0.06666666666666667
tbl_dt,data cleaning,0.6666666666666666
tbl_dt,exploratory,0.3333333333333333
Term,export,0.6
Term,data cleaning,0.4
test_surveys,modeling,0.6666666666666666
test_surveys,evaluation,0.3333333333333333
testit,setup,1
text,visualization,0.8823529411764706
text,communication,0.11764705882352941
textcat,data cleaning,1
textOutput,setup,1
theme,visualization,0.9627659574468085
theme,setup,0.015957446808510637
theme,data cleaning,0.010638297872340425
theme,evaluation,0.005319148936170213
theme,exploratory,0.005319148936170213
theme_apa,setup,1
theme_bw,visualization,0.9215686274509803
theme_bw,setup,0.058823529411764705
theme_bw,exploratory,0.0196078431372549
theme_classic,visualization,0.9090909090909091
theme_classic,setup,0.09090909090909091
theme_cowplot,visualization,1
theme_dark,visualization,1
theme_get,visualization,1
theme_light,visualization,1
theme_minimal,visualization,1
theme_pander,visualization,1
theme_set,setup,0.75
theme_set,visualization,0.25
theme_update,visualization,1
threshold,data cleaning,1
tibble,data cleaning,0.5384615384615384
tibble,visualization,0.23076923076923078
tibble,exploratory,0.15384615384615385
tibble,setup,0.07692307692307693
tick,data cleaning,1
tidy,modeling,1
tidy_beta,data cleaning,1
tidync,data cleaning,1
tidyr,data cleaning,0.8333333333333334
tidyr,import,0.16666666666666666
tiff,export,0.5
tiff,import,0.5
tikz,visualization,0.5
tikz,evaluation,0.125
tikz,export,0.125
tikz,modeling,0.125
tikz,setup,0.125
tikzDevice,visualization,0.5
tikzDevice,evaluation,0.125
tikzDevice,export,0.125
tikzDevice,modeling,0.125
tikzDevice,setup,0.125
time.taken,evaluation,1
timeout,export,0.5
timeout,import,0.5
title,visualization,1
titlePanel,setup,1
tm_map,data cleaning,1
tn,modeling,1
toColor,visualization,0.5
toColor,export,0.25
toColor,import,0.25
today,communication,0.25
today,data cleaning,0.25
today,exploratory,0.25
today,evaluation,0.125
today,setup,0.125
tolower,data cleaning,0.6842105263157895
tolower,exploratory,0.10526315789473684
tolower,import,0.10526315789473684
tolower,visualization,0.10526315789473684
top_n,data cleaning,1
topicize,data cleaning,1
TOSTtwo.raw,modeling,1
totalerrorToDegSemi,data cleaning,1
tp,modeling,1
tpm,visualization,1
tpt,visualization,1
tptop,visualization,1
train,modeling,1
train_gbm_classifier,modeling,1
train_stacked_model,modeling,1
trainControl,modeling,0.5714285714285714
trainControl,setup,0.21428571428571427
trainControl,data cleaning,0.07142857142857142
trainControl,evaluation,0.07142857142857142
trainControl,import,0.07142857142857142
transf.ipft,visualization,1
transform,data cleaning,1
translatePublishable,data cleaning,1
TreeCmp.Read,modeling,0.75
TreeCmp.Read,import,0.25
trial_counts,communication,0.5
trial_counts,evaluation,0.5
trim,data cleaning,1
trimws,data cleaning,1
try,setup,0.8571428571428571
try,modeling,0.14285714285714285
ts,exploratory,0.47619047619047616
ts,modeling,0.47619047619047616
ts,visualization,0.047619047619047616
tsdisplay,exploratory,1
TukeyHSD,modeling,0.6842105263157895
TukeyHSD,evaluation,0.2631578947368421
TukeyHSD,exploratory,0.05263157894736842
tune.svm3,evaluation,1
tx_prev,communication,1
typeof,exploratory,1
ungroup,data cleaning,0.7142857142857143
ungroup,exploratory,0.14285714285714285
ungroup,evaluation,0.07142857142857142
ungroup,modeling,0.03571428571428571
ungroup,setup,0.03571428571428571
uni_models_list,evaluation,0.5
uni_models_list,exploratory,0.5
union,data cleaning,0.6170212765957447
union,exploratory,0.23404255319148937
union,evaluation,0.0851063829787234
union,setup,0.06382978723404255
unique,data cleaning,0.5286624203821656
unique,exploratory,0.27388535031847133
unique,evaluation,0.05732484076433121
unique,setup,0.03184713375796178
unique,visualization,0.03184713375796178
unique,communication,0.025477707006369428
unique,export,0.01910828025477707
unique,modeling,0.01910828025477707
unique,import,0.012738853503184714
unit,visualization,1
unlink,setup,1
unlist,data cleaning,0.5436893203883495
unlist,setup,0.1262135922330097
unlist,modeling,0.0970873786407767
unlist,evaluation,0.05825242718446602
unlist,exploratory,0.05825242718446602
unlist,export,0.05825242718446602
unlist,import,0.02912621359223301
unlist,visualization,0.02912621359223301
unname,data cleaning,0.5
unname,exploratory,0.5
unzip,import,1
update,modeling,1
upper.tri,exploratory,1
upsetplot,visualization,1
ur.df,evaluation,0.5
ur.df,modeling,0.5
useMart,import,1
V,modeling,0.4
V,visualization,0.4
V,exploratory,0.2
VAR,evaluation,0.5
VAR,modeling,0.5
vargha.delaney,communication,0.25
vargha.delaney,data cleaning,0.25
vargha.delaney,evaluation,0.25
vargha.delaney,modeling,0.25
variable_freq_by_n,modeling,1
varIdent,modeling,1
varImpPlot,visualization,1
vars,evaluation,0.5
vars,exploratory,0.5
vars_select,data cleaning,0.5555555555555556
vars_select,modeling,0.3333333333333333
vars_select,exploratory,0.1111111111111111
VARselect,evaluation,0.5
VARselect,modeling,0.5
vb,modeling,1
vcov,setup,1
vector,setup,0.36666666666666664
vector,data cleaning,0.26666666666666666
vector,evaluation,0.15555555555555556
vector,exploratory,0.07777777777777778
vector,modeling,0.06666666666666667
vector,import,0.05555555555555555
vector,export,0.011111111111111112
vegdist,setup,1
vennpie,visualization,1
vennplot,data cleaning,0.5
vennplot,visualization,0.5
verify_output_dirs,export,1
View,exploratory,0.8
View,visualization,0.2
viewport,setup,0.5
viewport,visualization,0.5
vif,evaluation,0.5
vif,modeling,0.5
vioplot,visualization,1
viridis,visualization,1
viridisLite,setup,1
voom,import,1
VSS,exploratory,1
vsurf_bb,export,0.5
vsurf_bb,import,0.5
walk,setup,1
warning,setup,1
warnings,evaluation,0.4166666666666667
warnings,exploratory,0.25
warnings,communication,0.16666666666666666
warnings,modeling,0.08333333333333333
warnings,setup,0.08333333333333333
wd,data cleaning,1
wday,exploratory,1
week,data cleaning,1
wes_palette,visualization,1
wesanderson,visualization,1
wetland.hydrology,data cleaning,1
which,data cleaning,0.5972972972972973
which,exploratory,0.20810810810810812
which,evaluation,0.07297297297297298
which,visualization,0.04594594594594595
which,setup,0.024324324324324326
which,modeling,0.021621621621621623
which,import,0.013513513513513514
which,export,0.010810810810810811
which,communication,0.005405405405405406
which.min,evaluation,0.3333333333333333
which.min,modeling,0.3333333333333333
which.min,setup,0.3333333333333333
while,evaluation,0.3333333333333333
while,exploratory,0.3333333333333333
while,export,0.3333333333333333
width,exploratory,1
wilcox.test,modeling,0.4594594594594595
wilcox.test,exploratory,0.3783783783783784
wilcox.test,evaluation,0.08108108108108109
wilcox.test,data cleaning,0.05405405405405406
wilcox.test,visualization,0.02702702702702703
window,exploratory,1
windows,setup,1
with,visualization,0.2777777777777778
with,data cleaning,0.25925925925925924
with,exploratory,0.2037037037037037
with,modeling,0.16666666666666666
with,evaluation,0.05555555555555555
with,communication,0.018518518518518517
with,setup,0.018518518518518517
wordcloud,visualization,1
wr,data cleaning,1
write,export,0.8333333333333334
write,visualization,0.16666666666666666
write_bib,communication,1
write_csv,export,0.9230769230769231
write_csv,exploratory,0.07692307692307693
write_fst,export,1
write_rds,export,0.8888888888888888
write_rds,data cleaning,0.1111111111111111
write.csv,export,0.8365384615384616
write.csv,data cleaning,0.038461538461538464
write.csv,import,0.038461538461538464
write.csv,modeling,0.028846153846153848
write.csv,setup,0.028846153846153848
write.csv,communication,0.019230769230769232
write.csv,evaluation,0.009615384615384616
write.table,export,0.881578947368421
write.table,communication,0.02631578947368421
write.table,data cleaning,0.02631578947368421
write.table,evaluation,0.02631578947368421
write.table,exploratory,0.02631578947368421
write.table,setup,0.013157894736842105
write.tree,export,1
write.xlsx,export,1
writeRaster,export,1
x,modeling,1
x11,setup,0.5
x11,visualization,0.5
xlab,visualization,0.9558823529411765
xlab,import,0.029411764705882353
xlab,modeling,0.014705882352941176
xlim,visualization,0.9090909090909091
xlim,modeling,0.09090909090909091
xml_find_all,export,1
xml_text,export,1
xml2,export,1
xtable,communication,0.7272727272727273
xtable,exploratory,0.18181818181818182
xtable,modeling,0.09090909090909091
xyplot,visualization,1
y_bmt,exploratory,1
yaml.load_file,import,0.4
yaml.load_file,setup,0.4
yaml.load_file,modeling,0.2
year,data cleaning,1
yhat.deploy,modeling,1
yhat.predict,modeling,0.6666666666666666
yhat.predict,evaluation,0.3333333333333333
yhat.svm.result,modeling,1
ylab,visualization,0.9594594594594594
ylab,import,0.02702702702702703
ylab,modeling,0.013513513513513514
ylim,visualization,1
zapsmall,communication,0.6666666666666666
zapsmall,evaluation,0.3333333333333333
