package,namespace_directive,func
systemfit,export,correlation.systemfit
systemfit,export,createSystemfitModel
systemfit,export,hausman.systemfit
systemfit,export,nlsystemfit
systemfit,export,se.ratio.systemfit
systemfit,export,systemfit
systemfit,export,systemfit.control
systemfit,s3_methods,bread.systemfit
systemfit,s3_methods,coef.systemfit
systemfit,s3_methods,coef.systemfit.equation
systemfit,s3_methods,coef.summary.systemfit
systemfit,s3_methods,coef.summary.systemfit.equation
systemfit,s3_methods,confint.systemfit
systemfit,s3_methods,confint.systemfit.equation
systemfit,s3_methods,estfun.systemfit
systemfit,s3_methods,fitted.systemfit
systemfit,s3_methods,fitted.systemfit.equation
systemfit,s3_methods,formula.systemfit
systemfit,s3_methods,formula.systemfit.equation
systemfit,s3_methods,linear.hypothesis.systemfit
systemfit,s3_methods,linearHypothesis.systemfit
systemfit,s3_methods,logLik.systemfit
systemfit,s3_methods,lrtest.systemfit
systemfit,s3_methods,model.frame.systemfit
systemfit,s3_methods,model.frame.systemfit.equation
systemfit,s3_methods,model.matrix.systemfit
systemfit,s3_methods,model.matrix.systemfit.equation
systemfit,s3_methods,nobs.systemfit
systemfit,s3_methods,predict.systemfit
systemfit,s3_methods,predict.systemfit.equation
systemfit,s3_methods,print.confint.systemfit
systemfit,s3_methods,print.systemfit
systemfit,s3_methods,print.systemfit.equation
systemfit,s3_methods,print.summary.systemfit
systemfit,s3_methods,print.summary.systemfit.equation
systemfit,s3_methods,residuals.systemfit
systemfit,s3_methods,residuals.systemfit.equation
systemfit,s3_methods,summary.systemfit
systemfit,s3_methods,summary.systemfit.equation
systemfit,s3_methods,terms.systemfit
systemfit,s3_methods,terms.systemfit.equation
systemfit,s3_methods,vcov.systemfit
systemfit,s3_methods,vcov.systemfit.equation
exactRankTests,export_methods,NA
exactRankTests,export_classes,NA
exactRankTests,export,dperm
exactRankTests,export,qperm
exactRankTests,export,pperm
exactRankTests,export,rperm
exactRankTests,export,perm.test
exactRankTests,export,perm.test.default
exactRankTests,export,perm.test.formula
exactRankTests,export,cscores
exactRankTests,export,cscores.default
exactRankTests,export,cscores.factor
exactRankTests,export,cscores.Surv
exactRankTests,export,irank
exactRankTests,s3_methods,ansari.exact.default
exactRankTests,s3_methods,ansari.exact.formula
exactRankTests,s3_methods,cscores.Surv
exactRankTests,s3_methods,cscores.default
exactRankTests,s3_methods,cscores.factor
exactRankTests,s3_methods,perm.test.default
exactRankTests,s3_methods,perm.test.formula
exactRankTests,s3_methods,wilcox.exact.default
exactRankTests,s3_methods,wilcox.exact.formula
RandomFields,export_methods,[
RandomFields,export_methods,[<-
RandomFields,export_methods,+
RandomFields,export_methods,*
RandomFields,export_methods,/
RandomFields,export_methods,-
RandomFields,export_methods,^
RandomFields,export_methods,c
RandomFields,export_methods,show
RandomFields,export_methods,plot
RandomFields,export_methods,persp
RandomFields,export_methods,anova
RandomFields,export_methods,summary
RandomFields,export_methods,points
RandomFields,export_methods,lines
RandomFields,export_methods,image
RandomFields,export_methods,RFspDataFrame2conventional
RandomFields,export_methods,RFspDataFrame2dataArray
RandomFields,export_methods,#GridTopology2gridVectors
RandomFields,export_methods,coerce
RandomFields,export_methods,#coordinates
RandomFields,export_methods,isGridded
RandomFields,export_methods,dimensions
RandomFields,export_classes,NA
RandomFields,export,###internalfctsusedformaintainancerfGenerateModels
RandomFields,export,rfGenerateConstants
RandomFields,export,rfGenerateTest
RandomFields,export,rfGenerateMaths
RandomFields,export,checkExamples
RandomFields,export,StartExample
RandomFields,export,FinalizeExample
RandomFields,export,Dependencies
RandomFields,export,###somefunctionsusedintheexamplesScreenDevice
RandomFields,export,###obsoleteCondSimu
RandomFields,export,Covariance
RandomFields,export,CovarianceFct
RandomFields,export,CovMatrix
RandomFields,export,DeleteAllRegisters
RandomFields,export,DeleteRegister
RandomFields,export,DoSimulateRF
RandomFields,export,EmpiricalVariogram
RandomFields,export,fitvario
RandomFields,export,fractal.dim
RandomFields,export,GaussRF
RandomFields,export,hurst
RandomFields,export,InitSimulateRF
RandomFields,export,InitGaussRF
RandomFields,export,InitMaxStableRF
RandomFields,export,Kriging
RandomFields,export,MaxStableRF
RandomFields,export,RFparameters
RandomFields,export,Variogram
RandomFields,export,plotWithCircles
RandomFields,export,###mathsasin
RandomFields,export,atan
RandomFields,export,atan2
RandomFields,export,cos
RandomFields,export,sin
RandomFields,export,tan
RandomFields,export,acosh
RandomFields,export,asinh
RandomFields,export,atanh
RandomFields,export,cosh
RandomFields,export,sinh
RandomFields,export,tanh
RandomFields,export,exp
RandomFields,export,log
RandomFields,export,expm1
RandomFields,export,log1p
RandomFields,export,logb
RandomFields,export,log2
RandomFields,export,sqrt
RandomFields,export,abs
RandomFields,export,floor
RandomFields,export,round
RandomFields,export,trunc
RandomFields,export,gamma
RandomFields,export,lgamma
RandomFields,export,max
RandomFields,export,min
RandomFields,export,###others:##neverdeletePrintModelListasitisusedinRoger'sbook!PrintModelList
RandomFields,export,conventional2RFspDataFrame
RandomFields,export,sp2RF
RandomFields,s3_methods,as.data.frame.RFspatialGridDataFrame
RandomFields,s3_methods,as.data.frame.RFgridDataFrame
RandomFields,s3_methods,as.data.frame.RFspatialPointsDataFrame
RandomFields,s3_methods,as.data.frame.RFpointsDataFrame
RandomFields,s3_methods,as.matrix.RFspatialGridDataFrame
RandomFields,s3_methods,as.matrix.RFgridDataFrame
RandomFields,s3_methods,as.matrix.RFspatialPointsDataFrame
RandomFields,s3_methods,as.matrix.RFpointsDataFrame
RandomFields,s3_methods,as.array.RFspatialGridDataFrame
RandomFields,s3_methods,as.array.RFgridDataFrame
RandomFields,s3_methods,as.array.RFspatialPointsDataFrame
RandomFields,s3_methods,as.array.RFpointsDataFrame
RandomFields,s3_methods,as.vector.RFspatialGridDataFrame
RandomFields,s3_methods,as.vector.RFgridDataFrame
RandomFields,s3_methods,as.vector.RFspatialPointsDataFrame
RandomFields,s3_methods,as.vector.RFpointsDataFrame
RandomFields,s3_methods,summary.RFspatialGridDataFrame
RandomFields,s3_methods,summary.RFcrossvalidate
RandomFields,s3_methods,print.RFcrossvalidate
RandomFields,s3_methods,print.summary.RFcrossvalidate
RandomFields,s3_methods,contour.RFempVariog
RandomFields,s3_methods,print.RFempVariog
RandomFields,s3_methods,print.RF_empVariog
RandomFields,s3_methods,summary.RFempVariog
RandomFields,s3_methods,summary.RF_empVariog
RandomFields,s3_methods,print.summary.RFempVariog
RandomFields,s3_methods,AIC.RFfit
RandomFields,s3_methods,AIC.RF_fit
RandomFields,s3_methods,AICc.RFmodelfit
RandomFields,s3_methods,anova.RFfit
RandomFields,s3_methods,anova.RF_fit
RandomFields,s3_methods,BIC.RFfit
RandomFields,s3_methods,BIC.RF_fit
RandomFields,s3_methods,logLik.RFfit
RandomFields,s3_methods,logLik.RF_fit
RandomFields,s3_methods,contour.RFfit
RandomFields,s3_methods,print.RFfit
RandomFields,s3_methods,print.RF_fit
RandomFields,s3_methods,residuals.RFfit
RandomFields,s3_methods,residuals.RF_fit
RandomFields,s3_methods,summary.RFfit
RandomFields,s3_methods,summary.RF_fit
RandomFields,s3_methods,print.AICRFfit
RandomFields,s3_methods,as.matrix.RFgridDataFrame
RandomFields,s3_methods,cbind.RFgridDataFrame
RandomFields,s3_methods,hist.RFgridDataFrame
RandomFields,s3_methods,range.RFgridDataFrame
RandomFields,s3_methods,print.RFgridDataFrame
RandomFields,s3_methods,summary.RFgridDataFrame
RandomFields,s3_methods,cbind.RFpointsDataFrame
RandomFields,s3_methods,hist.RFpointsDataFrame
RandomFields,s3_methods,range.RFpointsDataFrame
RandomFields,s3_methods,print.RFpointsDataFrame
RandomFields,s3_methods,summary.RFpointsDataFrame
RandomFields,s3_methods,print.summary.RFpointsDataFrame
RandomFields,s3_methods,cbind.RFspatialGridDataFrame
RandomFields,s3_methods,hist.RFspatialGridDataFrame
RandomFields,s3_methods,range.RFspatialGridDataFrame
RandomFields,s3_methods,print.RFspatialGridDataFrame
RandomFields,s3_methods,contour.RFspatialGridDataFrame
RandomFields,s3_methods,cbind.RFspatialPointsDataFrame
RandomFields,s3_methods,hist.RFspatialPointsDataFrame
RandomFields,s3_methods,range.RFspatialPointsDataFrame
RandomFields,s3_methods,print.RFspatialPointsDataFrame
RandomFields,s3_methods,summary.RFspatialPointsDataFrame
RandomFields,s3_methods,print.RFgetModelInfo
RandomFields,s3_methods,as.matrix.GridTopology
RandomFields,s3_methods,print.RFratiotest
RandomFields,s3_methods,lines.RMmodel
RandomFields,s3_methods,points.RMmodel
RandomFields,s3_methods,print.RMmodel
RandomFields,s3_methods,print.RM_model
RandomFields,s3_methods,str.RMmodel
RandomFields,s3_methods,summary.RMmodel
RandomFields,s3_methods,summary.RM_model
RandomFields,s3_methods,print.summary.RMmodel
RandomFields,s3_methods,print.RMmodelgenerator
RandomFields,s3_methods,print.RandomFieldsReturn
RandomFields,s3_methods,summary.RandomFieldsReturn
RandomFields,s3_methods,print.summary.RandomFieldsReturn
RandomFields,s3_methods,anova.RMmodelFit
RandomFields,s3_methods,anova.RM_modelFit
RandomFields,s3_methods,print.RMmodelFit
RandomFields,s3_methods,print.RM_modelFit
RandomFields,s3_methods,summary.RMmodelFit
RandomFields,s3_methods,summary.RM_modelFit
RandomFields,s3_methods,print.summary.RMmodelFit
bbmle,export_methods,AIC
bbmle,export_methods,AICc
bbmle,export_methods,qAICc
bbmle,export_methods,qAIC
bbmle,export_methods,profile
bbmle,export_methods,coef
bbmle,export_methods,confint
bbmle,export_methods,logLik
bbmle,export_methods,update
bbmle,export_methods,vcov
bbmle,export_methods,anova
bbmle,export_methods,deviance
bbmle,export_methods,residuals
bbmle,export_methods,simulate
bbmle,export_methods,predict
bbmle,export_methods,formula
bbmle,export_methods,plot
bbmle,export_methods,stdEr
bbmle,export_methods,summary
bbmle,export_classes,mle2
bbmle,export_classes,summary.mle2
bbmle,export,mle2
bbmle,export,call.to.char
bbmle,export,namedrop
bbmle,export,parnames
bbmle,export,parnames<-
bbmle,export,relist2
bbmle,export,sbinom
bbmle,export,snorm
bbmle,export,sbeta
bbmle,export,snbinom
bbmle,export,spois
bbmle,export,sbetabinom
bbmle,export,ICtab
bbmle,export,AICtab
bbmle,export,BICtab
bbmle,export,AICctab
bbmle,export,stdEr
bbmle,export,vcov
bbmle,export,slice
bbmle,export,sliceOld
bbmle,export,slice1D
bbmle,export,slice2D
bbmle,export,proffun
bbmle,s3_methods,as.data.frame.profile.mle2
bbmle,s3_methods,print.ICtab
bbmle,s3_methods,slice.mle2
bbmle,s3_methods,plot.slice
bbmle,s3_methods,xyplot.slice
bbmle,s3_methods,splom.slice
texreg,export_methods,extract
texreg,export_classes,NA
texreg,export,texreg
texreg,export,htmlreg
texreg,export,screenreg
texreg,export,coefplot
texreg,export,plotreg
texreg,export,coeftostring
texreg,export,createTexreg
texreg,export,extract.aftreg
texreg,export,extract.Arima
texreg,export,extract.averaging
texreg,export,extract.bam
texreg,export,extract.betamfx
texreg,export,extract.betaor
texreg,export,extract.betareg
texreg,export,extract.brglm
texreg,export,extract.btergm
texreg,export,extract.censReg
texreg,export,extract.clm
texreg,export,extract.clmm
texreg,export,extract.clogit
texreg,export,extract.coeftest
texreg,export,extract.coxph
texreg,export,extract.coxph.penal
texreg,export,extract.dynlm
texreg,export,extract.ergm
texreg,export,extract.ergmm
texreg,export,extract.fGARCH
texreg,export,extract.gam
texreg,export,extract.gamlss
texreg,export,extract.gee
texreg,export,extract.geeglm
texreg,export,extract.glm
texreg,export,extract.glmerMod
texreg,export,extract.glmmadmb
texreg,export,extract.glmmPQL
texreg,export,extract.glmrob
texreg,export,extract.gls
texreg,export,extract.gmm
texreg,export,extract.H2OBinomialModel
texreg,export,extract.hurdle
texreg,export,extract.ivreg
texreg,export,extract.lm
texreg,export,extract.lme
texreg,export,extract.lme4
texreg,export,extract.lmerMod
texreg,export,extract.lmrob
texreg,export,extract.lnam
texreg,export,extract.logitmfx
texreg,export,extract.logitor
texreg,export,extract.lqmm
texreg,export,extract.lrm
texreg,export,extract.maBina
texreg,export,extract.mer
texreg,export,extract.mlogit
texreg,export,extract.mnlogit
texreg,export,extract.model.selection
texreg,export,extract.multinom
texreg,export,extract.negbinirr
texreg,export,extract.negbinmfx
texreg,export,extract.negbin
texreg,export,extract.netlogit
texreg,export,extract.nlme
texreg,export,extract.nlmerMod
texreg,export,extract.ols
texreg,export,extract.pgmm
texreg,export,extract.phreg
texreg,export,extract.plm
texreg,export,extract.pmg
texreg,export,extract.poissonirr
texreg,export,extract.poissonmfx
texreg,export,extract.polr
texreg,export,extract.probitmfx
texreg,export,extract.rem.dyad
texreg,export,extract.rlm
texreg,export,extract.rq
texreg,export,extract.sarlm
texreg,export,extract.sclm
texreg,export,extract.selection
texreg,export,extract.sienaFit
texreg,export,extract.simex
texreg,export,extract.stergm
texreg,export,extract.survreg
texreg,export,extract.survreg.penal
texreg,export,extract.svyglm
texreg,export,extract.systemfit
texreg,export,extract.texreg
texreg,export,extract.tobit
texreg,export,extract.vglm
texreg,export,extract.weibreg
texreg,export,extract.wls
texreg,export,extract.zelig
texreg,export,extract.Zelig
texreg,export,extract.zeroinfl
texreg,s3_methods,print.texregTable
testit,export_methods,NA
testit,export_classes,NA
testit,export,%==%
testit,export,assert
testit,export,has_error
testit,export,has_warning
testit,export,test_pkg
testit,s3_methods,NA
WGCNA,export_methods,NA
WGCNA,export_classes,NA
WGCNA,export,NA
WGCNA,s3_methods,NA
vdiffr,export_methods,NA
vdiffr,export_classes,NA
vdiffr,export,add_dependency
vdiffr,export,collect_cases
vdiffr,export,collect_mismatched_cases
vdiffr,export,collect_new_cases
vdiffr,export,collect_orphaned_cases
vdiffr,export,delete_orphaned_cases
vdiffr,export,diffOutput
vdiffr,export,diffTransition
vdiffr,export,expect_doppelganger
vdiffr,export,last_collection_error
vdiffr,export,manage_cases
vdiffr,export,renderToggle
vdiffr,export,slideOutput
vdiffr,export,slideTransition
vdiffr,export,toggleOutput
vdiffr,export,validate_cases
vdiffr,export,vdiffrAddin
vdiffr,export,widget_diff
vdiffr,export,widget_diff_
vdiffr,export,widget_slide
vdiffr,export,widget_slide_
vdiffr,export,widget_toggle
vdiffr,export,widget_toggle_
vdiffr,s3_methods,print.cases
Rvmmin,export_methods,NA
Rvmmin,export_classes,NA
Rvmmin,export,Rvmmin
Rvmmin,export,Rvmminb
Rvmmin,export,Rvmminu
Rvmmin,s3_methods,NA
data.tree,export_methods,NA
data.tree,export_classes,NA
data.tree,export,.parentSeparator
data.tree,export,.separator
data.tree,export,Aggregate
data.tree,export,AreNamesUnique
data.tree,export,Climb
data.tree,export,Clone
data.tree,export,CreateRandomTree
data.tree,export,CreateRegularTree
data.tree,export,Cumulate
data.tree,export,DefaultPlotHeight
data.tree,export,Distance
data.tree,export,Do
data.tree,export,FindNode
data.tree,export,FormatFixedDecimal
data.tree,export,FormatPercent
data.tree,export,FromDataFrameNetwork
data.tree,export,FromDataFrameTable
data.tree,export,FromListExplicit
data.tree,export,FromListSimple
data.tree,export,Get
data.tree,export,GetAttribute
data.tree,export,GetDefaultTooltip
data.tree,export,GetPhyloNr
data.tree,export,NODE_RESERVED_NAMES_CONST
data.tree,export,Navigate
data.tree,export,Node
data.tree,export,Prune
data.tree,export,Revert
data.tree,export,Set
data.tree,export,SetEdgeStyle
data.tree,export,SetFormat
data.tree,export,SetGraphStyle
data.tree,export,SetNodeStyle
data.tree,export,Sort
data.tree,export,ToDataFrameNetwork
data.tree,export,ToDataFrameTable
data.tree,export,ToDataFrameTree
data.tree,export,ToDataFrameTypeCol
data.tree,export,ToDiagrammeRGraph
data.tree,export,ToListExplicit
data.tree,export,ToListSimple
data.tree,export,ToNewick
data.tree,export,Traverse
data.tree,export,as.Node
data.tree,export,as.igraph.Node
data.tree,export,as.phylo.Node
data.tree,export,averageBranchingFactor
data.tree,export,isLeaf
data.tree,export,isNotLeaf
data.tree,export,isNotRoot
data.tree,export,isRoot
data.tree,s3_methods,as.Node.BinaryTree
data.tree,s3_methods,as.Node.data.frame
data.tree,s3_methods,as.Node.dendrogram
data.tree,s3_methods,as.Node.list
data.tree,s3_methods,as.Node.party
data.tree,s3_methods,as.Node.phylo
data.tree,s3_methods,as.data.frame.Node
data.tree,s3_methods,as.dendrogram.Node
data.tree,s3_methods,as.list.Node
data.tree,s3_methods,plot.Node
data.tree,s3_methods,print.Node
ROAuth,export_methods,NA
ROAuth,export_classes,NA
ROAuth,export,OAuthFactory
ROAuth,s3_methods,NA
plot3Drgl,export_methods,NA
plot3Drgl,export_classes,NA
plot3Drgl,export,plotrgl
plot3Drgl,export,cutrgl
plot3Drgl,export,uncutrgl
plot3Drgl,export,croprgl
plot3Drgl,export,uncroprgl
plot3Drgl,export,image2Drgl
plot3Drgl,export,contour2Drgl
plot3Drgl,export,"scatter2Drgl"
plot3Drgl,export,text2Drgl
plot3Drgl,export,arrows2Drgl
plot3Drgl,export,segments2Drgl
plot3Drgl,export,rect2Drgl
plot3Drgl,export,"lines2Drgl"
plot3Drgl,export,points2Drgl
plot3Drgl,export,persp3Drgl
plot3Drgl,export,ribbon3Drgl
plot3Drgl,export,hist3Drgl
plot3Drgl,export,scatter3Drgl
plot3Drgl,export,points3Drgl
plot3Drgl,export,"lines3Drgl"
plot3Drgl,export,slice3Drgl
plot3Drgl,export,slicecont3Drgl
plot3Drgl,export,isosurf3Drgl
plot3Drgl,export,voxel3Drgl
plot3Drgl,export,"surf3Drgl"
plot3Drgl,export,spheresurf3Drgl
plot3Drgl,export,segments3Drgl
plot3Drgl,export,box3Drgl
plot3Drgl,export,border3Drgl
plot3Drgl,export,"rect3Drgl"
plot3Drgl,export,text3Drgl
plot3Drgl,export,triangle3Drgl
plot3Drgl,export,image3Drgl
plot3Drgl,export,contour3Drgl
plot3Drgl,s3_methods,NA
ggvis,export_methods,NA
ggvis,export_classes,NA
ggvis,export,%>%
ggvis,export,add_axis
ggvis,export,add_data
ggvis,export,add_guide_axis
ggvis,export,add_guide_legend
ggvis,export,add_legend
ggvis,export,add_props
ggvis,export,add_relative_scales
ggvis,export,add_scale
ggvis,export,add_tooltip
ggvis,export,arrange_.ggvis
ggvis,export,arrange_.reactive
ggvis,export,auto_group
ggvis,export,axis_props
ggvis,export,band
ggvis,export,bind_shiny
ggvis,export,bind_shiny_ui
ggvis,export,compute_align
ggvis,export,compute_bin
ggvis,export,compute_boxplot
ggvis,export,compute_count
ggvis,export,compute_density
ggvis,export,compute_model_prediction
ggvis,export,compute_smooth
ggvis,export,compute_stack
ggvis,export,compute_tabulate
ggvis,export,create_broker
ggvis,export,create_input
ggvis,export,default_options
ggvis,export,distinct_.ggvis
ggvis,export,distinct_.reactive
ggvis,export,emit_arcs
ggvis,export,emit_images
ggvis,export,emit_paths
ggvis,export,emit_points
ggvis,export,emit_rects
ggvis,export,emit_ribbons
ggvis,export,emit_text
ggvis,export,explain
ggvis,export,export_png
ggvis,export,export_svg
ggvis,export,filter_.ggvis
ggvis,export,filter_.reactive
ggvis,export,fullseq
ggvis,export,get_data
ggvis,export,ggvis
ggvis,export,ggvisControlOutput
ggvis,export,ggvisOutput
ggvis,export,ggvis_message
ggvis,export,ggvis_scale
ggvis,export,group_by
ggvis,export,group_by_.ggvis
ggvis,export,group_by_.reactive
ggvis,export,groups.ggvis
ggvis,export,groups.reactive
ggvis,export,handle_brush
ggvis,export,handle_click
ggvis,export,handle_hover
ggvis,export,handle_resize
ggvis,export,hide_axis
ggvis,export,hide_legend
ggvis,export,hide_tooltip
ggvis,export,input_checkbox
ggvis,export,input_checkboxgroup
ggvis,export,input_numeric
ggvis,export,input_radiobuttons
ggvis,export,input_select
ggvis,export,input_slider
ggvis,export,input_text
ggvis,export,is.axis_props
ggvis,export,is.broker
ggvis,export,is.dynamic
ggvis,export,is.ggvis
ggvis,export,is.ggvis_props
ggvis,export,is.ggvis_scale
ggvis,export,is.legend_props
ggvis,export,is.mark
ggvis,export,is.prop
ggvis,export,is.prop_constant
ggvis,export,is.prop_reactive
ggvis,export,is.prop_variable
ggvis,export,is.scaled_value
ggvis,export,knit_print.ggvis
ggvis,export,layer_arcs
ggvis,export,layer_bars
ggvis,export,layer_boxplots
ggvis,export,layer_densities
ggvis,export,layer_f
ggvis,export,layer_freqpolys
ggvis,export,layer_guess
ggvis,export,layer_histograms
ggvis,export,layer_images
ggvis,export,layer_lines
ggvis,export,layer_model_predictions
ggvis,export,layer_paths
ggvis,export,layer_points
ggvis,export,layer_rects
ggvis,export,layer_ribbons
ggvis,export,layer_smooths
ggvis,export,layer_text
ggvis,export,left_right
ggvis,export,legend_props
ggvis,export,linked_brush
ggvis,export,mainTopPanel
ggvis,export,mark
ggvis,export,mutate_.ggvis
ggvis,export,mutate_.reactive
ggvis,export,padding
ggvis,export,plot_height
ggvis,export,plot_width
ggvis,export,prop
ggvis,export,propname_to_scale
ggvis,export,props
ggvis,export,rename_.ggvis
ggvis,export,rename_.reactive
ggvis,export,resolution
ggvis,export,save_spec
ggvis,export,scale_datetime
ggvis,export,scale_logical
ggvis,export,scale_nominal
ggvis,export,scale_numeric
ggvis,export,scale_ordinal
ggvis,export,scale_singular
ggvis,export,scaled_value
ggvis,export,select_.ggvis
ggvis,export,select_.reactive
ggvis,export,set_default_scale
ggvis,export,set_dscale
ggvis,export,set_options
ggvis,export,show_spec
ggvis,export,show_tooltip
ggvis,export,sidebarBottomPage
ggvis,export,sidebarBottomPanel
ggvis,export,singular
ggvis,export,slice_.ggvis
ggvis,export,slice_.reactive
ggvis,export,summarise_.ggvis
ggvis,export,summarise_.reactive
ggvis,export,transmute_.ggvis
ggvis,export,transmute_.reactive
ggvis,export,ungroup.ggvis
ggvis,export,ungroup.reactive
ggvis,export,up_down
ggvis,export,vector_type
ggvis,export,view_dynamic
ggvis,export,view_static
ggvis,export,waggle
ggvis,export,zero_range
ggvis,s3_methods,[.ggvis_props
ggvis,s3_methods,apply_props.data.frame
ggvis,s3_methods,apply_props.grouped_df
ggvis,s3_methods,apply_scale_defaults.ggvis_scale
ggvis,s3_methods,apply_scale_defaults.scale_datetime
ggvis,s3_methods,apply_scale_defaults.scale_nominal
ggvis,s3_methods,apply_scale_defaults.scale_numeric
ggvis,s3_methods,apply_scale_defaults.scale_ordinal
ggvis,s3_methods,as.character.prop_band
ggvis,s3_methods,as.character.prop_constant
ggvis,s3_methods,as.character.prop_reactive
ggvis,s3_methods,as.character.prop_variable
ggvis,s3_methods,as.data.frame.singular
ggvis,s3_methods,as.vega.axis_props
ggvis,s3_methods,as.vega.data.frame
ggvis,s3_methods,as.vega.ggvis
ggvis,s3_methods,as.vega.ggvis_axis
ggvis,s3_methods,as.vega.ggvis_legend
ggvis,s3_methods,as.vega.ggvis_props
ggvis,s3_methods,as.vega.ggvis_scale
ggvis,s3_methods,as.vega.grouped_df
ggvis,s3_methods,as.vega.legend_props
ggvis,s3_methods,as.vega.mark
ggvis,s3_methods,as.vega.mark_group
ggvis,s3_methods,as.vega.padding
ggvis,s3_methods,as.vega.scaled_value
ggvis,s3_methods,as_char.call
ggvis,s3_methods,as_char.default
ggvis,s3_methods,as_char.name
ggvis,s3_methods,bin_params.POSIXct
ggvis,s3_methods,bin_params.default
ggvis,s3_methods,bin_vector.Date
ggvis,s3_methods,bin_vector.POSIXct
ggvis,s3_methods,bin_vector.default
ggvis,s3_methods,bin_vector.numeric
ggvis,s3_methods,compute_align.data.frame
ggvis,s3_methods,compute_align.ggvis
ggvis,s3_methods,compute_bin.data.frame
ggvis,s3_methods,compute_bin.ggvis
ggvis,s3_methods,compute_bin.grouped_df
ggvis,s3_methods,compute_boxplot.data.frame
ggvis,s3_methods,compute_boxplot.ggvis
ggvis,s3_methods,compute_boxplot.grouped_df
ggvis,s3_methods,compute_count.data.frame
ggvis,s3_methods,compute_count.ggvis
ggvis,s3_methods,compute_count.grouped_df
ggvis,s3_methods,compute_density.data.frame
ggvis,s3_methods,compute_density.ggvis
ggvis,s3_methods,compute_density.grouped_df
ggvis,s3_methods,compute_model_prediction.data.frame
ggvis,s3_methods,compute_model_prediction.ggvis
ggvis,s3_methods,compute_model_prediction.grouped_df
ggvis,s3_methods,compute_stack.data.frame
ggvis,s3_methods,compute_stack.ggvis
ggvis,s3_methods,compute_stack.grouped_df
ggvis,s3_methods,compute_tabulate.data.frame
ggvis,s3_methods,compute_tabulate.ggvis
ggvis,s3_methods,compute_tabulate.grouped_df
ggvis,s3_methods,constant_vars.data.frame
ggvis,s3_methods,constant_vars.grouped_df
ggvis,s3_methods,data_range.character
ggvis,s3_methods,data_range.default
ggvis,s3_methods,data_range.factor
ggvis,s3_methods,empty.default
ggvis,s3_methods,explain.ggvis
ggvis,s3_methods,extract_reactives.default
ggvis,s3_methods,extract_reactives.ggvis_props
ggvis,s3_methods,extract_reactives.prop_reactive
ggvis,s3_methods,format.ggvis_axis
ggvis,s3_methods,format.ggvis_legend
ggvis,s3_methods,format.ggvis_props
ggvis,s3_methods,format.ggvis_scale
ggvis,s3_methods,format.mark
ggvis,s3_methods,format.prop
ggvis,s3_methods,format_vec_csv.Date
ggvis,s3_methods,format_vec_csv.POSIXt
ggvis,s3_methods,format_vec_csv.character
ggvis,s3_methods,format_vec_csv.factor
ggvis,s3_methods,format_vec_csv.numeric
ggvis,s3_methods,format_vec_d3json.Date
ggvis,s3_methods,format_vec_d3json.POSIXt
ggvis,s3_methods,format_vec_d3json.character
ggvis,s3_methods,format_vec_d3json.factor
ggvis,s3_methods,format_vec_d3json.numeric
ggvis,s3_methods,formula.prop
ggvis,s3_methods,fullseq.Date
ggvis,s3_methods,fullseq.POSIXt
ggvis,s3_methods,fullseq.numeric
ggvis,s3_methods,max_rows.data.frame
ggvis,s3_methods,max_rows.grouped_df
ggvis,s3_methods,new_prop.band
ggvis,s3_methods,new_prop.call
ggvis,s3_methods,new_prop.default
ggvis,s3_methods,new_prop.formula
ggvis,s3_methods,new_prop.name
ggvis,s3_methods,new_prop.prop
ggvis,s3_methods,new_prop.reactive
ggvis,s3_methods,pred_grid.lm
ggvis,s3_methods,pred_grid.loess
ggvis,s3_methods,preserve_constants.data.frame
ggvis,s3_methods,preserve_constants.grouped_df
ggvis,s3_methods,print.ggvis
ggvis,s3_methods,print.ggvis_axis
ggvis,s3_methods,print.ggvis_legend
ggvis,s3_methods,print.ggvis_props
ggvis,s3_methods,print.ggvis_scale
ggvis,s3_methods,print.mark
ggvis,s3_methods,print.prop
ggvis,s3_methods,print.singular
ggvis,s3_methods,print.template
ggvis,s3_methods,prop_domain.prop_band
ggvis,s3_methods,prop_domain.prop_constant
ggvis,s3_methods,prop_domain.prop_reactive
ggvis,s3_methods,prop_domain.prop_variable
ggvis,s3_methods,prop_label.prop_band
ggvis,s3_methods,prop_label.prop_constant
ggvis,s3_methods,prop_label.prop_reactive
ggvis,s3_methods,prop_label.prop_variable
ggvis,s3_methods,prop_type.data.frame
ggvis,s3_methods,prop_value.prop_band
ggvis,s3_methods,prop_value.prop_constant
ggvis,s3_methods,prop_value.prop_reactive
ggvis,s3_methods,prop_value.prop_variable
ggvis,s3_methods,prop_vega.prop_band
ggvis,s3_methods,prop_vega.prop_constant
ggvis,s3_methods,prop_vega.prop_reactive
ggvis,s3_methods,prop_vega.prop_variable
ggvis,s3_methods,remove_missing.data.frame
ggvis,s3_methods,remove_missing.default
ggvis,s3_methods,remove_missing.split_df
ggvis,s3_methods,rep.singular
ggvis,s3_methods,scale_countable.default
ggvis,s3_methods,scale_countable.scale_datetime
ggvis,s3_methods,scale_countable.scale_logical
ggvis,s3_methods,scale_countable.scale_nominal
ggvis,s3_methods,scale_countable.scale_numeric
ggvis,s3_methods,scale_countable.scale_ordinal
ggvis,s3_methods,to_csv.data.frame
ggvis,s3_methods,value.default
